"","Symbol","Within Variation (SD)","Total Variation (SD)","Rs","subject","time","repeatability","gen.variance","Average Expression","OVERALL_RP","OVERALL_RANK"
"11363","LOC105377134","328.396102291121","302.469833206553","8941.78170165207","2165.74929296999","5911.96781960119","1508.2829641682","1019.9995098038","1637.69075224842",1521.05487202023,18
"22448","TRIM63","5769","1604","19820","286.5","6915","357.5","357.5","633",1525.93187753827,19
"13562","MRGPRX1","1533","786","12627","534.5","6980.50000000001","509.5","509.5","2469",1567.16084933757,20
"6039","FAM217A","355.325203159022","163.987804424597","14521.3131293282","2748.98181150767","6802.55055108008","2256.35602243972","1501.53621334952","694.447982213211",1571.66065826353,21
"23664","ZBED3-AS1","4690","1423","19549","639.5","4435.5","556.5","556.5","351",1586.95773129513,22
"10053","LINC02493","2266","970","13948","534.5","6980.50000000001","509.5","509.5","1386",1591.48913587578,23
"6169","FAM9A","78","135","5639","8339","6980.50000000001","8489","2207","688",1607.34752008056,24
"14147","NCRNA00185","14403","16297","238","549","8059.49999999999","2275","2275","37",1619.56289825228,25
"2030","BRINP1","3781","858","15847","534.5","6980.50000000001","509.5","509.5","959",1621.33508591482,26
"5157","DSC3","705.063279543682","290.371893596404","13576.1508580205","1658.90600705376","7173.89720638777","1449.95829690361","1172.88488460665","920.982218919887",1637.94683253608,27
"20566","SPATA22","796","448","11549","4379","6980.50000000001","3976","1915","67",1682.52242792405,28
"10561","LOC101927468","212","310","9003.99999999999","8113.99999999999","5007","6645","2924","143",1690.80784173935,29
"19214","SCN11A","617.690347761518","439.594270817451","11285.1401440266","5849.19634565342","9684.6793171132","5681.93632854221","3234.12307888687","21.7593306594884",1698.93283427514,30
"2834","CCDC148","967","440","12723","1653","6980.50000000001","1309","1150","766",1706.81633228841,31
"6611","FRZB","2985.29998492614","537.866154354408","20466.8554497265","636.370764570467","7065.36517102972","767.334672747166","767.334672747166","829.353965445394",1707.19631706135,32
"3790","CNN3-DT","1682","559","16994","480.5","5007","1252","1161","1298",1708.30123445852,33
"23199","VGLL2","7708","3916","18615","286.5","6915","357.5","357.5","515",1710.46993594655,34
"7254","GPRC5D-AS1","5830","1629","15912","534.5","6980.50000000001","509.5","509.5","549",1730.31897918264,35
"9768","LINC00442","7230.99999999999","3250","19220","286.5","6915","357.5","357.5","708",1731.97715101339,36
"5612","EP300-AS1","11958","991","26142","1851.5","7622.50000000001","1683.5","1683.5","7",1746.9362451665,37
"1953","BMP4","2321","3443","8653.00000000001","1413.5","7218.99999999999","1647","1647","49",1764.07430817417,38
"16607","PTPN3","7789","3639","19203","286.5","6915","357.5","357.5","693",1768.09001834816,39
"13370","MLT1C.ERVL.MaLR.LTR","884","195","15103","792.5","3432.5","948.5","948.5","15123",1770.04402047376,40
"10009","LINC01635","4031","1113","15763","534.5","6980.50000000001","509.5","509.5","1408",1770.2475981489,41
"8951","KCTD14","1186","541","13117","2096","6980.50000000001","1471","1230","434",1770.82328712345,42
"6202","FAT3","1869","1751","8366.00000000001","1484","6980.50000000001","1304","1251","228",1790.19539657662,43
"2856","CCDC181","738","706","8348.00000000001","4124","6980.50000000001","4939","2261","81",1806.17223684536,44
"22757","TXLNG2P","9719","16382","2","538","8059.49999999999","4899","5565","3019",1806.93726463644,45
"11109","LOC102723889","11587","16360","20","247","8059.49999999999","7419.00000000001","10115","202",1808.44996633057,46
"20834","ST8SIA3","6132","2231","19618","286.5","6915","357.5","357.5","1748",1816.96201126894,47
"20104","SMEK2","130","120","9089.99999999999","1359","8059.49999999999","2275","2275","15055",1821.19919625868,48
"8235","ID4","4390.38378350515","582.220660197564","21222.6604011378","1181.87453377195","8471.48991453842","1083.61176697302","1083.61176697302","205.756346855288",1839.72419558853,49
"2519","C9orf152","561","578","11634","2152","17395","2760","1907","179",1842.89209927011,50
"19864","SLC30A8","1493","598","16495","1633","12292","529.5","529.5","1614",1844.1433990155,51
"2345","C1QTNF7","912.297642298922","445.353766577317","9663.3984178125","3517.12158400337","10733.2105996027","3686.25962869569","2890.01060108738","88.8850090899173",1855.24089848593,52
"8815","JPH1","5892","1491","20472","639.5","4435.5","556.5","556.5","896",1857.22818888988,53
"20909","STK32A","3411","1096","15423","534.5","6980.50000000001","509.5","509.5","2549",1858.52838400635,54
"6982","GLRA1","6022","2504","17306","480.5","5007","529.5","529.5","826",1863.45685474842,55
"17313","RNF113B","5156","1681","19608","668","6915","357.5","357.5","1455",1864.39189644873,56
"6567","FOXR2","1506.2708012072","704.811129259176","13943.1187375876","2249.39972553038","10084.137269041","2288.36641235028","1584.04441625657","120.158240315707",1864.81584344423,57
"8652","IQCH","819.499847467954","628.442519248976","11970.7498929683","2483.65214955718","7500.62262415594","3460.24926847763","1839.27295418597","209.131537554717",1875.15478598967,58
"13964","MYOZ1","831","2951","5380","2956","7218.99999999999","1647","1647","201",1876.13745839408,59
"13303","MIR937","15072","13804","14593","792.5","3432.5","948.5","948.5","22",1890.94304581361,60
"7260","GPS2P1","12020","15395","45","15261","5771","15385","15396","1",1905.37085579571,61
"11100","LOC102723847","3036","3598","5702","534.5","6980.50000000001","509.5","509.5","2906",1907.55050735335,62
"22667","TTC6","5941","616","21309","1280","4435.5","556.5","556.5","1350",1920.55831806956,63
"19425","SERINC4","1856","357","15452","792.5","3432.5","948.5","948.5","7649",1928.92350150777,64
"6541","FOXF2","4007","1348","15484","534.5","14773","509.5","509.5","1131",1931.72354499162,65
"24016","ZNF300P1","3830","1363","18535","1723","6915","357.5","357.5","1338",1935.73815733658,66
"6133","FAM83A-AS1","7642","3387","19429","286.5","6915","357.5","357.5","1629",1948.08468981911,67
"815","ALDH3B2","8509","4004","19353","286.5","6915","357.5","357.5","1262",1951.8936148301,68
"20635","SPINK1","6817.78189736222","1478.70585310264","18402.4967327806","830.042468793013","5564.35151208118","532.481689826045","532.481689826045","883.571728836997",1956.45994343475,69
"9913","LINC01114","5808","3222","16780","286.5","6915","357.5","357.5","2724",1958.63050096698,70
"3234","CDX2","3570","4056","10090","1413.5","7218.99999999999","1647","1647","54",1960.65595459803,71
"4128","CSN2","309.807893463451","236.248971188935","9801.2142659226","4057.1200642376","5481.76635317469","4512.97971027828","2147.60249533054","1516.6012987539",1978.20443738361,72
"21636","TJP1","1594.38402275871","716.192779860984","15249.5088462635","2043.56726454595","7151.56316594995","2508.24738931868","2190.74692478551","171.032661539746",1983.07337996612,73
"9066","KIAA1549L","3878","1146","15644","1150","14910","509.5","509.5","821",1998.10545701788,74
"15071","PABPC1L2B","1055.78475380903","209.795884165843","15028.7663233279","1982.78355742903","6439.18270988426","1684.57358237434","1499.82808138792","2434.70411159138",2005.26800416008,75
"24135","ZNF492","1958.16652269312","1320.20888583253","10785.1852780599","3407.58131481879","9055.63272295386","3380.73826719158","2681.60112323533","33.8952067086185",2008.06892671334,76
"3417","CGA","10199","6080","18049","286.5","14296","357.5","357.5","477",2022.04349931971,77
"1317","ARHGEF26","712.286704184572","589.973393198882","10363.1310515095","7263.07127967152","8069.60181070159","6462.27197919389","3813.72187381013","44.8110872579026",2024.22507167474,78
"17053","REC114","5925","2627","17132","480.5","5007","529.5","529.5","1593",2028.36868777776,79
"16045","POU4F1","348","336","11641","6570","5007","5390","2657","447",2028.46468790017,80
"9369","L1M4.L1.LINE","1319","417","14682","792.5","3432.5","948.5","948.5","14987",2036.78720500272,81
"20610","SPECC1L.ADORA2A","924","401","13421","1751","3432.5","948.5","948.5","11129",2039.40552080516,82
"11358","LOC105375483","578.34046529476","343.788971766581","12633.7796174955","4190.07030831499","11800.4602934152","4184.82013377232","2784.04037456389","207.479620205361",2040.24398324341,83
"14601","NRSN2-AS1","3825","1045","19519","1805","4435.5","2033","1796","135",2046.68176592334,84
"5641","EPHA7","1178","870","10003","6293","6980.50000000001","5561","2529","49",2048.70586125916,85
"12295","MARCH6","23","149","2199","11882","5771","13289","3411","13285",2049.40099141674,86
"14904","OR51F1","3181","6863","4928","1413.5","7218.99999999999","1647","1647","105",2050.62956673,87
"18605","RP4-751H13.5","15033","14589","10940","1314.5","5771","806","806","27",2055.9698993456,88
"17195","RHPN1-AS1","1500","312","18992","1413.5","7218.99999999999","1647","1647","1343",2064.81704929571,89
"14002","NAALADL2","4851","3359","14720","1413.5","7218.99999999999","1647","1647","50",2066.02176897819,90
"8530","IL6ST-DT","1815.85269226333","624.195482200889","15460.6946803822","1082.41581658806","5911.96781960119","900.907042929514","817.284834069494","4169.91127003921",2075.47297745718,91
"21048","SVA_A.SVA.Retroposon","1873","406","15380","792.5","3432.5","948.5","948.5","12078",2076.52640222956,92
"2428","C3orf70","10119","4777","19686","286.5","6915","357.5","357.5","1479",2084.42332515561,93
"12083","LYZL1","1756.90978709779","380.243343136997","20753.335876432","1316.95273263698","7495.45645708117","1425.62196952769","1425.62196952769","1290.63550237858",2086.33937526452,94
"708","AGTR1","1320.38683738047","444.413906698098","15282.1420575343","2105.68754516608","5481.76635317469","1753.22540077194","1382.39073839999","1467.10292114316",2092.85713229341,95
"21353","TCP11","2513","749","15283","1193","14908","509.5","509.5","2877",2102.67123362269,96
"19870","SLC34A3","48","85","5427","8693","4713","7600","3954","14173",2105.59525650659,97
"16331","PROKR1","2753.13957164089","1062.28581806504","18030.2492185133","2733.26450252655","11493.1298770148","2677.3108094982","2214.35530840302","39.8388411569169",2108.89770502226,98
"21257","TBC1D3","12643","16192","124","15539","8059.49999999999","9783.99999999999","13134","1",2120.32345516337,99
"9887","LINC00993","8450","3832","17382","480.5","5007","529.5","529.5","1078",2120.80360773121,100
"13364","MLT1A0.ERVL.MaLR.LTR","1646","475","14938","792.5","3432.5","948.5","948.5","14629",2126.49505848782,101
"9399","L1MC1.L1.LINE","1609","486","14815","792.5","3432.5","948.5","948.5","14807",2127.55448873126,102
"19669","SIX3","1317","243","19204","4399","7218.99999999999","1647","1647","816",2135.18993384203,103
"9781","LINC00518","9406","5387","18266","286.5","6915","357.5","357.5","1870",2139.01208916707,104
"7378","GTF2A1L","4007","1357","18948","286.5","6915","1557","1195","1159",2140.19042304496,105
"6603","FRMPD4","3020","2445","13054","1413.5","7218.99999999999","1647","1647","166",2141.84083587406,106
"15591","PHYHIPL","1766.31605515646","620.949656354301","16954.4597048909","1022.17775220317","5644.91605639724","1104.8568291128","1104.8568291128","3552.25867820266",2155.08129957371,107
"21327","TCF12-DT","779.38359255488","563.97160810969","9059.61929615893","5267.2793103337","6274.53708910502","4033.92566673301","2993.66881593401","296.930036396395",2158.90748935914,108
"19010","RTP1","7469","3472","19144","286.5","19807","357.5","357.5","1354",2167.6972081047,109
"2863","CCDC197","3019.73525329622","697.670409290805","17978.3369642467","1243.0766267612","7098.74844602907","916.04939823134","916.04939823134","1818.46033775829",2179.96112802557,110
"17064","REG3A","2534.11444098328","1559.91410019911","15435.4269134352","1892.57483339497","4712.59466748415","1536.26706662611","1171.46446809112","526.627952163575",2183.01794704122,111
"23800","ZFAT.AS1","11617","8545","15012","792.5","3432.5","948.5","948.5","143",2186.04018993294,112
"21571","Tigger13a.TcMar.Tigger.DNA","2076","564","15160","792.5","3432.5","948.5","948.5","12077",2187.66667403756,113
"782","AKR1D1","474.145223899914","258.254674382408","10237.0392341181","2829.23586008476","11991.4401277285","3438.77831016909","2724.15203226427","1341.32786000111",2192.70704887648,114
"14836","OPCML","2000","733","19307","1227","7782.5","1234","1234","1331",2199.51842443823,115
"13771","MTCL1","1821.99313939433","469.967020119497","16324.8600606559","1793.0469876721","8612.8841568896","1291.15607112386","1034.6301271469","2006.14605649738",2214.57954509461,116
"12628","MER5A1.hAT.Charlie.DNA","1717","664","14203","792.5","3432.5","948.5","948.5","14605",2214.69060725967,117
"13368","MLT1B.ERVL.MaLR.LTR","1786","618","14538","792.5","3432.5","948.5","948.5","14867",2217.10010667312,118
"12011","LTR87.ERVL.LTR","8867.99999999999","13672","232","792.5","3432.5","948.5","948.5","8524",2218.49883972714,119
"12558","MER39.ERV1.LTR","2467","619","15362","792.5","3432.5","948.5","948.5","10859",2235.36133644272,120
"4513","CYMP","2470","325","21401","3937","7218.99999999999","1647","1647","476",2238.49626256528,121
"14516","NPFFR2","10929","5516","19605","286.5","13832","357.5","357.5","1061",2240.55741128143,122
"23838","ZFYVE20","460","126","13283","1705","8059.49999999999","2275","2275","11793",2245.20249734786,123
"9398","L1MC.L1.LINE","1972","701","14695","792.5","3432.5","948.5","948.5","13051",2246.5461753949,124
"20545","SPAG11B","5376.97469099869","1916.34615191801","17527.4840597859","717.186382867463","4712.7297744493","763.935491084594","763.935491084594","1837.54968102983",2249.04720636814,125
"22641","TTC23L","3697","1868","15615","3336","6915","357.5","357.5","2074",2251.09292342974,126
"17221","RIMS2","4974.93238513865","2057.69017030257","15790.2281736392","1153.35539121102","5481.76635317469","1322.70989187034","1226.59847615218","398.782129072589",2251.86703846384,127
"585","ADH7","2326","862","14561","534.5","15770","1237","1130","1957",2256.91819985493,128
"15400","PDPN","6350","2811","18850","1590","6915","357.5","357.5","1462",2264.40621076531,129
"21515","THE1D.int.ERVL.MaLR.LTR","2216","767","14910","792.5","3432.5","948.5","948.5","11197",2265.70632013644,130
"14859","OR1L4","1491","1059","13210","4661","7218.99999999999","1647","1647","372",2271.27822878642,131
"13387","MLT1F2.ERVL.MaLR.LTR","2060","697","14859","792.5","3432.5","948.5","948.5","13587",2271.75872909258,132
"9396","L1MB7.L1.LINE","1869","712","14411","792.5","3432.5","948.5","948.5","15292",2275.05302733762,133
"13957","MYOC","3073","401","21625","1413.5","7218.99999999999","1647","1647","974",2275.34762648736,134
"934","AMELX","1228.32180981348","637.740116735177","12699.7461200308","3152.25269164504","6714.3910445052","2698.77526233492","1665.86042357196","766.141965809907",2278.04158193288,135
"13375","MLT1E1.ERVL.MaLR.LTR","2733","933","15148","792.5","3432.5","948.5","948.5","7794.99999999999",2282.55971088962,136
"19139","SAXO2","140","19642","60","21687","7218.99999999999","21629","20966","63",2282.9913221382,137
"19278","SDIM1","1799","206","21149","1413.5","7218.99999999999","3507","3391","785",2286.31879214073,138
"1049","ANKRD45","2739","2625","11672","4466","7218.99999999999","1647","1647","102",2287.07927636624,139
"3163","CDH13","15287","14214","14863","792.5","3432.5","948.5","948.5","95",2287.93743042864,140
"14404","NLGN4Y","13246","16302","94","648","8059.49999999999","11641","14353","44",2298.60994388556,141
"8","A2ML1","256","186","9692","9480","6980.50000000001","9367.99999999999","2457","1124",2302.55462315002,142
"6336","FFAR1","4553","1993","17594","3162","6915","357.5","357.5","1773",2302.88924650086,143
"4548","CYP3A5","1003.90872860133","849.48713328841","9730.03504993207","5568.30001256762","8631.81604101926","6329.51385600049","3218.57351214851","97.3817105897932",2302.96680831069,144
"13403","MLT1J.ERVL.MaLR.LTR","2449","584","15393","792.5","3432.5","948.5","948.5","14695",2303.15078862814,145
"13731","MSTD.int.ERVL.MaLR.LTR","2810","937","15193","792.5","3432.5","948.5","948.5","8135.99999999999",2304.87888564206,146
"2288","C1orf105","12783","15542","24","15538","3432.5","15538","15548","13",2305.6649624689,147
"9309","KRT77","15854","16276","1379","13601","8059.49999999999","2275","2275","4",2308.84121744498,148
"14924","OR56B4","3191.38993749343","852.181822708381","19600.1618315424","792.054381261714","13516.9619694639","899.003953619559","899.003953619559","1763.51291123979",2310.93891957887,149
"7377","GTF2A1-AS1","1466.52842879843","846.269026770281","13398.3761969991","4291.77236460366","5481.76635317469","3609.05101771036","2728.43100726906","217.316293552412",2319.26739912635,150
"15310","PCNXL3","743.168890629849","130.491379025589","14797.95323685","1377.40516914959","5259.68000452498","2519.58538255801","2224.90932399503","14471.4164821554",2321.42981452275,151
"4335","CTD-2517O10.6","15361","14731","14542","1314.5","5771","806","806","53",2326.90784936745,152
"9307","KRT74","5448","1558","15867","534.5","6980.50000000001","509.5","509.5","6746",2333.77262377027,153
"10338","LOC100506207","5880","2292","17383","1003","5007","529.5","529.5","2737",2341.2632059158,154
"20866","STARD4-AS1","15322","14266","15121","1314.5","5771","806","806","58",2354.58022153585,155
"12128","MAGEB2","2250.40551901207","1415.86016258669","10847.6603929142","1556.47325707832","5735.77340033583","2181.71904699024","1804.85151743848","793.297548212523",2360.49677394735,156
"3166","CDH20","3775.27588395868","1409.48111019623","19615.1521533737","592.904292445248","7335.93807907346","1076.40954102052","1021.36428369118","2017.76485250388",2373.46909195169,157
"12908","MIR1237","11495","12066","4161","792.5","3432.5","948.5","948.5","721",2376.76487454915,158
"12786","MFSD14C","2829","521","14046","1314.5","5771","806","806","10058",2379.04189098327,159
"14899","OR4M2-OT1","4590.88479261086","2519.30913346383","14908.1758013544","826.438514671028","5199.07445035364","1237.17591052641","1153.63908312586","1005.19755241337",2389.52441908381,160
"15735","PLA2G12B","2747","808","18513","2015","6915","1155","944","1704",2389.76228663992,161
"16284","PRKAR2A-AS1","14483","14770","5642","1314.5","5771","806","806","183",2396.62794111465,162
"12819","MGC57346.CRHR1","14410","13042","13691","792.5","3432.5","948.5","948.5","174",2398.60997446624,163
"10043","LINC02350","1783.35860757021","551.539811705571","16591.4163267733","2461.25120896445","7280.20335963049","2349.18649474448","1922.4743547462","833.061279809951",2399.83665736921,164
"23182","VCX3A","2742.76794497821","2191.06549422878","12542.2679767257","1674.20428860996","11496.0636741452","2604.74336547768","2161.36831659946","135.277492584687",2401.11063953822,165
"15073","PABPC1P2","15434","14745","14691","792.5","3432.5","948.5","948.5","136",2403.25444029377,166
"19406","SEPTIN7P13","5304.54751876609","1947.61175017877","17284.2547773299","1542.33052036707","9783.61340550463","2015.51082660727","1676.61953695645","122.472316498387",2403.90313868069,167
"9741","LINC00278","10265","16378","6","541","8059.49999999999","12051","13042","1618",2404.79344476581,168
"9794","LINC00582","7188","3499","17026","480.5","5007","529.5","529.5","3931",2409.33020078285,169
"10223","LOC100132077","1130","9238","540","2035","4435.5","8597","4171","628",2412.05935105211,170
"10576","LOC101927572","13954","12956","12001","792.5","3432.5","948.5","948.5","217",2413.74515113238,171
"11460","LOC400655","13405","16202","210","13021","8059.49999999999","9230","13080","2",2414.65910838855,172
"6572","FPGT.TNNI3K","12208","10673","12761","792.5","3432.5","948.5","948.5","287",2417.81331725864,173
"10506","LOC101927100","13218","13221","6435","792.5","3432.5","948.5","948.5","428",2420.40676179345,174
"3160","CDH10","3657.22625650171","962.4831307811","18146.9408855584","1742.29765583229","6109.49734792191","2530.0738646546","2486.14133184477","282.120770697794",2427.70708680778,175
"21577","Tigger17a.TcMar.Tigger.DNA","2390","1232","13775","792.5","3432.5","948.5","948.5","12315",2431.65741949005,176
"5992","FAM182B","14989","14884","8063","1314.5","5771","806","806","142",2440.59031870681,177
"18656","RP5-855D21.2","14789","13973","12676","1314.5","5771","806","806","98",2442.10771327434,178
"14032","NANOS3","1559.13373384069","364.307562370039","19479.4208332794","2104.0632119782","11551.1374764566","1425.62196952769","1425.62196952769","2355.49994693271",2447.44462014867,179
"9832","LINC00698","5947","2154","17487","480.5","15936","529.5","529.5","2683",2448.13595768486,180
"11469","LOC401312","1948.25261584306","825.278559133291","14231.6500479856","1287.16731238886","5750.79266667145","1646.34189216712","2082.29825976896","2248.54097547497",2451.76277171582,181
"16258","PRICKLE2-AS3","1445.32442438859","1123.33791316382","11762.753731281","2490.64369040464","7819.57963238555","2460.3984923558","1813.32806136356","786.928743076835",2451.81177752586,182
"11323","LOC103021295","4002","3125","11650","792.5","3432.5","948.5","948.5","3703",2455.19733393694,183
"4803","DGCR5","15432","14855","14250","1657","3432.5","948.5","948.5","80",2459.09853377897,184
"1865","BDNF-AS","4867.58174045387","2689.33281688972","14589.7816296201","1568.25683483287","6347.00445092014","1269.328168757","1081.06429041015","513.007797211699",2459.33533292883,185
"3868","COL4A5","1749","4491","5563","1413.5","15997","1647","1647","500",2459.75405728944,186
"22933","UCON28a.UCON28a.Unknown","15498","14425","15531","792.5","11595","948.5","948.5","47",2461.80801494513,187
"18407","RP11-981G7.6","15353","14735","14241","1314.5","5771","806","806","86",2465.5170461821,188
"23521","X8_LINE.CR1.LINE","15186","14233","14135","792.5","3432.5","948.5","948.5","185",2469.51395220449,189
"12688","MER84.int.ERV1.LTR","15064","13614","14889","792.5","3432.5","948.5","948.5","186",2471.00501506899,190
"21576","Tigger17.TcMar.Tigger.DNA","14801","13231","14616","792.5","3432.5","948.5","948.5","200",2473.45118178123,191
"22114","TONSL.AS1","12789","12763","6738","792.5","3432.5","948.5","948.5","521",2473.74723464137,192
"12702","MER92B.ERV1.LTR","2895","1768","13108","792.5","3432.5","948.5","948.5","8634",2477.11103567556,193
"3819","CNTNAP2-AS1","5699.2866220256","3759.0061186436","12728.7934227876","1223.52911694001","5735.77340033583","1416.95130473845","1391.08842278268","382.967361533591",2482.96050223239,194
"20805","ST13P15","14402","13848","10707","1314.5","5771","806","806","138",2484.59045438325,195
"16053","PP2D1","886.358279704093","921.052115789329","8155.72179515707","4445.74830596605","7754.35535683011","3805.5812959389","3480.10200999913","483.919414778948",2488.59407971654,196
"16233","PRDM7","13598","11913","13564","792.5","3432.5","948.5","948.5","275",2490.21957454152,197
"10311","LOC100505716","14922","14330","11381","792.5","3432.5","948.5","948.5","252",2494.83790988888,198
"4945","DMRT2","13351","9347.00000000001","16717","286.5","6915","357.5","357.5","2876",2498.62033826707,199
"7741","HERVK3.int.ERVK.LTR","2041","791","14540","1737","3432.5","948.5","948.5","12387",2506.8559749773,200
"2902","CCDC70","3612.41664263689","2123.06382381689","13334.6837982758","1316.95273263698","7495.45645708117","1425.62196952769","1425.62196952769","769.72072857628",2510.76882517478,201
"5932","FAM134C","99.5082524741158","71.4972695258655","7740.51697076894","8299.86141031957","7764.69350822977","8841.38399564308","3757.42778050509","13541.7707706059",2514.20105507789,202
"9433","L1MEc.L1.LINE","2786","1058","15004","792.5","3432.5","948.5","948.5","14930",2517.97994225918,203
"9703","LIMS3L","11502","7154","15525","792.5","3432.5","948.5","948.5","517",2518.06024976045,204
"10159","LNX1","7358.12175689479","4809.975527298","15016.6026123266","793.994969917503","6391.24708321443","1105.85979750479","1033.02907673115","528.855260375335",2520.60208384482,205
"15437","PEG3","9211.15866761615","3420.60842541206","19049.7417305327","994.799854242048","7294.44043433079","926.144292213692","926.144292213692","439.903398486531",2523.29850124731,206
"16632","PTPRT","3289","5153","7464","1413.5","7218.99999999999","1647","1647","475",2527.0780973842,207
"17867","RP11-346C20.3","15382","14922","14342","1314.5","5771","806","806","103",2528.54721039751,208
"22929","UCON107.hAT.Tag1.DNA","14446","13870","10584","792.5","3432.5","948.5","948.5","323",2529.56075085356,209
"9397","L1MB8.L1.LINE","2177","684","15028","1611","3432.5","948.5","948.5","15069",2529.79373869925,210
"13397","MLT1H1.ERVL.MaLR.LTR","3420","1131","15365","792.5","3432.5","948.5","948.5","11561",2530.53673089266,211
"10056","LINC02575","119","686","1796","14142","6980.50000000001","14328","4456","1824",2531.28645577925,212
"2516","C9orf135","14819","16247","573","16328","8059.49999999999","2275","2275","18",2532.37424146601,213
"5325","EDRF1.AS1","14553","13981","10770","792.5","12526","948.5","948.5","87",2534.48081834102,214
"12636","MER61C.ERV1.LTR","11796","13054","2144","792.5","3432.5","948.5","948.5","2162",2542.61389647071,215
"11896","LTR33.ERVL.LTR","2735","1264","14512","792.5","3432.5","948.5","948.5","14324",2544.76427498065,216
"21049","SVA_B.SVA.Retroposon","2913","1515","14081","792.5","3432.5","948.5","948.5","11566",2544.81834241275,217
"9426","L1ME3G.L1.LINE","2878","1159","14900","792.5","3432.5","948.5","948.5","14682",2549.63947853833,218
"447","ACTL6B","7242","2339","15834","1068.5","7842.99999999999","1400","1400","409",2552.49228429933,219
"14642","NT5DC4","1936.94825924082","1144.83729282628","12619.5277257383","3849.69354401282","10248.2448640413","3617.43670404979","3120.59709129054","146.791413570845",2557.34887862803,220
"14926","OR5K2","8827","5363","17398","674","19757","357.5","357.5","1308",2558.04171750598,221
"9392","L1MB2.L1.LINE","2766","1331","14342","792.5","3432.5","948.5","948.5","14286",2560.23237634826,222
"9390","L1MA9.L1.LINE","1332","440","14570","1787","9472","948.5","948.5","14245",2561.32670378027,223
"9964","LINC01405","4625","1277","21042","1413.5","7218.99999999999","1647","1647","546",2565.77041591873,224
"8292","IFNW1","4951.63427567102","2037.0321548763","15918.6717410719","1690.67560460308","7364.39712400139","707.46024623296","707.46024623296","1878.83368077113",2566.06644154402,225
"15013","OTX2","3998","1869","16547","286.5","6915","2237","1717","2041",2572.88829730379,226
"20103","SMEK1","237","248","8438","6354","8059.49999999999","2275","2275","14730",2575.55038816485,227
"9477","L1PREC2.L1.LINE","3318","1114","15332","792.5","3432.5","948.5","948.5","13974",2575.85078346837,228
"9425","L1ME3F.L1.LINE","2209","544","15326","792.5","11519","948.5","948.5","12867",2577.20332017784,229
"10073","LINC02873","4577.27459567064","2224.54134605365","14789.2865778891","1259.41641441717","7878.78712516641","1390.51479749925","1236.00859752767","760.129285484903",2578.18154370643,230
"11703","LRRC4B","15382","13992","15431","792.5","3432.5","948.5","948.5","243",2581.94614540517,231
"3261","CECR3","746.360285208139","593.235367685782","9549.54388245811","4225.23944517867","8209.64082991589","3165.53024965138","1932.34605578282","2207.66893977708",2582.85409492545,232
"17919","RP11-380G5.2","15154","13132","15369","1314.5","5771","806","806","132",2584.31192086161,233
"10071","LINC02864","1969","899","14361","2499","4713","1513","1513","2903",2584.32622517453,234
"16247","PRELP","4116","1758","17347","1191","6915","1067","949","1911",2586.06379996461,235
"6046","FAM21EP","14679","13194","14321","792.5","3432.5","948.5","948.5","295",2586.39052002483,236
"14224","NDUFV2.AS1","6156","2808","15449","792.5","3432.5","948.5","948.5","3068",2586.82465344281,237
"14929","OR6C3","2271","2653","10462","3213","20346","1647","1647","180",2587.9287846943,238
"21430","TEX19","2970","2089","14118","1413.5","7218.99999999999","1647","1647","832",2588.7727636518,239
